lang,kind,number,gender,case,v1,v2,change
sk,cardinal,5000000000000000,feminine,dative,päťbiliardtej,piatim biliardám,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,5000000000000000,feminine,accusative,päťbiliárd,päť biliárd,spacing only
sk,cardinal,5000000000000000,feminine,instrumental,päťbiliardtou,piatimi biliardami,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,5000000000000000,feminine,locative,päťbiliardtej,piatich biliardách,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,5000000000000000,neuter,nominative,päťbiliárd,päť biliárd,spacing only
sk,cardinal,5000000000000000,neuter,genitive,päťbiliardtého,piatich biliárd,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,5000000000000000,neuter,dative,päťbiliardtému,piatim biliardám,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,5000000000000000,neuter,accusative,päťbiliárd,päť biliárd,spacing only
sk,cardinal,5000000000000000,neuter,instrumental,päťbiliardtým,piatimi biliardami,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,5000000000000000,neuter,locative,päťbiliardtom,piatich biliardách,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,9999999999999999,masculine,nominative,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,deväť biliárd deväťstodeväťdesiatdeväť biliónov deväťstodeväťdesiatdeväť miliárd deväťstodeväťdesiatdeväť miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,spacing only
sk,cardinal,9999999999999999,masculine,genitive,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícehodeväťstodeväťdesiatehodeviateho,deviatich biliárd deväťstodeväťdesiatich deviatich biliónov deväťstodeväťdesiatich deviatich miliárd deväťstodeväťdesiatich deviatich miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,9999999999999999,masculine,dative,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícemudeväťstodeväťdesiatemudeviatemu,deviatim biliardám deväťstodeväťdesiatim deviatim biliónom deväťstodeväťdesiatim deviatim miliardám deväťstodeväťdesiatim deviatim miliónom deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatim deviatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,9999999999999999,masculine,accusative,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,deväť biliárd deväťstodeväťdesiatdeväť biliónov deväťstodeväťdesiatdeväť miliárd deväťstodeväťdesiatdeväť miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,spacing only
sk,cardinal,9999999999999999,masculine,instrumental,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícimdeväťstodeväťdesiatymdeviatym,deviatimi biliardami deväťstodeväťdesiatimi deviatimi biliónmi deväťstodeväťdesiatimi deviatimi miliardami deväťstodeväťdesiatimi deviatimi miliónmi deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatimi deviatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,9999999999999999,masculine,locative,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícomdeväťstodeväťdesiatomdeviatom,deviatich biliardách deväťstodeväťdesiatich deviatich biliónoch deväťstodeväťdesiatich deviatich miliardách deväťstodeväťdesiatich deviatich miliónoch deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,9999999999999999,feminine,nominative,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícdeväťstádeväťdesiatdeväť,deväť biliárd deväťstodeväťdesiatdeväť biliónov deväťstodeväťdesiatdeväť miliárd deväťstodeväťdesiatdeväť miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,9999999999999999,feminine,genitive,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícejdeväťstádeväťdesiatehodeviatej,deviatich biliárd deväťstodeväťdesiatich deviatich biliónov deväťstodeväťdesiatich deviatich miliárd deväťstodeväťdesiatich deviatich miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,9999999999999999,feminine,dative,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícejdeväťstádeväťdesiatemudeviatej,deviatim biliardám deväťstodeväťdesiatim deviatim biliónom deväťstodeväťdesiatim deviatim miliardám deväťstodeväťdesiatim deviatim miliónom deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatim deviatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,9999999999999999,feminine,accusative,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícdeväťstádeväťdesiatdeväť,deväť biliárd deväťstodeväťdesiatdeväť biliónov deväťstodeväťdesiatdeväť miliárd deväťstodeväťdesiatdeväť miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,9999999999999999,feminine,instrumental,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícoudeväťstádeväťdesiatymdeviatou,deviatimi biliardami deväťstodeväťdesiatimi deviatimi biliónmi deväťstodeväťdesiatimi deviatimi miliardami deväťstodeväťdesiatimi deviatimi miliónmi deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatimi deviatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,9999999999999999,feminine,locative,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícejdeväťstádeväťdesiatomdeviatej,deviatich biliardách deväťstodeväťdesiatich deviatich biliónoch deväťstodeväťdesiatich deviatich miliardách deväťstodeväťdesiatich deviatich miliónoch deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,9999999999999999,neuter,nominative,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícdeväťstédeväťdesiatdeväť,deväť biliárd deväťstodeväťdesiatdeväť biliónov deväťstodeväťdesiatdeväť miliárd deväťstodeväťdesiatdeväť miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,9999999999999999,neuter,genitive,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícehodeväťstédeväťdesiatehodeviateho,deviatich biliárd deväťstodeväťdesiatich deviatich biliónov deväťstodeväťdesiatich deviatich miliárd deväťstodeväťdesiatich deviatich miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,9999999999999999,neuter,dative,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícemudeväťstédeväťdesiatemudeviatemu,deviatim biliardám deväťstodeväťdesiatim deviatim biliónom deväťstodeväťdesiatim deviatim miliardám deväťstodeväťdesiatim deviatim miliónom deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatim deviatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,9999999999999999,neuter,accusative,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícdeväťstédeväťdesiatdeväť,deväť biliárd deväťstodeväťdesiatdeväť biliónov deväťstodeväťdesiatdeväť miliárd deväťstodeväťdesiatdeväť miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,9999999999999999,neuter,instrumental,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícimdeväťstédeväťdesiatymdeviatym,deviatimi biliardami deväťstodeväťdesiatimi deviatimi biliónmi deväťstodeväťdesiatimi deviatimi miliardami deväťstodeväťdesiatimi deviatimi miliónmi deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatimi deviatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,9999999999999999,neuter,locative,deväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícomdeväťstédeväťdesiatomdeviatom,deviatich biliardách deväťstodeväťdesiatich deviatich biliónoch deväťstodeväťdesiatich deviatich miliardách deväťstodeväťdesiatich deviatich miliónoch deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,10000000000000000,masculine,nominative,desaťbiliárd,desať biliárd,spacing only
sk,cardinal,10000000000000000,masculine,genitive,desaťbiliardtého,desiatich biliárd,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,10000000000000000,masculine,dative,desaťbiliardtému,desiatim biliardám,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,10000000000000000,masculine,accusative,desaťbiliárd,desať biliárd,spacing only
sk,cardinal,10000000000000000,masculine,instrumental,desaťbiliardtým,desiatimi biliardami,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,10000000000000000,masculine,locative,desaťbiliardtom,desiatich biliardách,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,10000000000000000,feminine,nominative,desaťbiliárd,desať biliárd,spacing only
sk,cardinal,10000000000000000,feminine,genitive,desaťbiliardtej,desiatich biliárd,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,10000000000000000,feminine,dative,desaťbiliardtej,desiatim biliardám,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,10000000000000000,feminine,accusative,desaťbiliárd,desať biliárd,spacing only
sk,cardinal,10000000000000000,feminine,instrumental,desaťbiliardtou,desiatimi biliardami,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,10000000000000000,feminine,locative,desaťbiliardtej,desiatich biliardách,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,10000000000000000,neuter,nominative,desaťbiliárd,desať biliárd,spacing only
sk,cardinal,10000000000000000,neuter,genitive,desaťbiliardtého,desiatich biliárd,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,10000000000000000,neuter,dative,desaťbiliardtému,desiatim biliardám,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,10000000000000000,neuter,accusative,desaťbiliárd,desať biliárd,spacing only
sk,cardinal,10000000000000000,neuter,instrumental,desaťbiliardtým,desiatimi biliardami,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,10000000000000000,neuter,locative,desaťbiliardtom,desiatich biliardách,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,50000000000000000,masculine,nominative,päťdesiatbiliárd,päťdesiat biliárd,spacing only
sk,cardinal,50000000000000000,masculine,genitive,päťdesiatbiliardtého,päťdesiatich biliárd,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,50000000000000000,masculine,dative,päťdesiatbiliardtému,päťdesiatim biliardám,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,50000000000000000,masculine,accusative,päťdesiatbiliárd,päťdesiat biliárd,spacing only
sk,cardinal,50000000000000000,masculine,instrumental,päťdesiatbiliardtým,päťdesiatimi biliardami,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,50000000000000000,masculine,locative,päťdesiatbiliardtom,päťdesiatich biliardách,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,50000000000000000,feminine,nominative,päťdesiatbiliárd,päťdesiat biliárd,spacing only
sk,cardinal,50000000000000000,feminine,genitive,päťdesiatbiliardtej,päťdesiatich biliárd,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,50000000000000000,feminine,dative,päťdesiatbiliardtej,päťdesiatim biliardám,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,50000000000000000,feminine,accusative,päťdesiatbiliárd,päťdesiat biliárd,spacing only
sk,cardinal,50000000000000000,feminine,instrumental,päťdesiatbiliardtou,päťdesiatimi biliardami,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,50000000000000000,feminine,locative,päťdesiatbiliardtej,päťdesiatich biliardách,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,50000000000000000,neuter,nominative,päťdesiatbiliárd,päťdesiat biliárd,spacing only
sk,cardinal,50000000000000000,neuter,genitive,päťdesiatbiliardtého,päťdesiatich biliárd,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,50000000000000000,neuter,dative,päťdesiatbiliardtému,päťdesiatim biliardám,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,50000000000000000,neuter,accusative,päťdesiatbiliárd,päťdesiat biliárd,spacing only
sk,cardinal,50000000000000000,neuter,instrumental,päťdesiatbiliardtým,päťdesiatimi biliardami,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,50000000000000000,neuter,locative,päťdesiatbiliardtom,päťdesiatich biliardách,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,99999999999999999,masculine,nominative,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,deväťdesiatdeväť biliárd deväťstodeväťdesiatdeväť biliónov deväťstodeväťdesiatdeväť miliárd deväťstodeväťdesiatdeväť miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,spacing only
sk,cardinal,99999999999999999,masculine,genitive,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícehodeväťstodeväťdesiatehodeviateho,deväťdesiatich deviatich biliárd deväťstodeväťdesiatich deviatich biliónov deväťstodeväťdesiatich deviatich miliárd deväťstodeväťdesiatich deviatich miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,99999999999999999,masculine,dative,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícemudeväťstodeväťdesiatemudeviatemu,deväťdesiatim deviatim biliardám deväťstodeväťdesiatim deviatim biliónom deväťstodeväťdesiatim deviatim miliardám deväťstodeväťdesiatim deviatim miliónom deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatim deviatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,99999999999999999,masculine,accusative,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,deväťdesiatdeväť biliárd deväťstodeväťdesiatdeväť biliónov deväťstodeväťdesiatdeväť miliárd deväťstodeväťdesiatdeväť miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,spacing only
sk,cardinal,99999999999999999,masculine,instrumental,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícimdeväťstodeväťdesiatymdeviatym,deväťdesiatimi deviatimi biliardami deväťstodeväťdesiatimi deviatimi biliónmi deväťstodeväťdesiatimi deviatimi miliardami deväťstodeväťdesiatimi deviatimi miliónmi deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatimi deviatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,99999999999999999,masculine,locative,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícomdeväťstodeväťdesiatomdeviatom,deväťdesiatich deviatich biliardách deväťstodeväťdesiatich deviatich biliónoch deväťstodeväťdesiatich deviatich miliardách deväťstodeväťdesiatich deviatich miliónoch deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,99999999999999999,feminine,nominative,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícdeväťstádeväťdesiatdeväť,deväťdesiatdeväť biliárd deväťstodeväťdesiatdeväť biliónov deväťstodeväťdesiatdeväť miliárd deväťstodeväťdesiatdeväť miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,99999999999999999,feminine,genitive,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícejdeväťstádeväťdesiatehodeviatej,deväťdesiatich deviatich biliárd deväťstodeväťdesiatich deviatich biliónov deväťstodeväťdesiatich deviatich miliárd deväťstodeväťdesiatich deviatich miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,99999999999999999,feminine,dative,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícejdeväťstádeväťdesiatemudeviatej,deväťdesiatim deviatim biliardám deväťstodeväťdesiatim deviatim biliónom deväťstodeväťdesiatim deviatim miliardám deväťstodeväťdesiatim deviatim miliónom deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatim deviatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,99999999999999999,feminine,accusative,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícdeväťstádeväťdesiatdeväť,deväťdesiatdeväť biliárd deväťstodeväťdesiatdeväť biliónov deväťstodeväťdesiatdeväť miliárd deväťstodeväťdesiatdeväť miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,99999999999999999,feminine,instrumental,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícoudeväťstádeväťdesiatymdeviatou,deväťdesiatimi deviatimi biliardami deväťstodeväťdesiatimi deviatimi biliónmi deväťstodeväťdesiatimi deviatimi miliardami deväťstodeväťdesiatimi deviatimi miliónmi deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatimi deviatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,99999999999999999,feminine,locative,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícejdeväťstádeväťdesiatomdeviatej,deväťdesiatich deviatich biliardách deväťstodeväťdesiatich deviatich biliónoch deväťstodeväťdesiatich deviatich miliardách deväťstodeväťdesiatich deviatich miliónoch deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,99999999999999999,neuter,nominative,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícdeväťstédeväťdesiatdeväť,deväťdesiatdeväť biliárd deväťstodeväťdesiatdeväť biliónov deväťstodeväťdesiatdeväť miliárd deväťstodeväťdesiatdeväť miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,99999999999999999,neuter,genitive,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícehodeväťstédeväťdesiatehodeviateho,deväťdesiatich deviatich biliárd deväťstodeväťdesiatich deviatich biliónov deväťstodeväťdesiatich deviatich miliárd deväťstodeväťdesiatich deviatich miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,99999999999999999,neuter,dative,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícemudeväťstédeväťdesiatemudeviatemu,deväťdesiatim deviatim biliardám deväťstodeväťdesiatim deviatim biliónom deväťstodeväťdesiatim deviatim miliardám deväťstodeväťdesiatim deviatim miliónom deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatim deviatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,99999999999999999,neuter,accusative,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícdeväťstédeväťdesiatdeväť,deväťdesiatdeväť biliárd deväťstodeväťdesiatdeväť biliónov deväťstodeväťdesiatdeväť miliárd deväťstodeväťdesiatdeväť miliónov deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatdeväť,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,99999999999999999,neuter,instrumental,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícimdeväťstédeväťdesiatymdeviatym,deväťdesiatimi deviatimi biliardami deväťstodeväťdesiatimi deviatimi biliónmi deväťstodeväťdesiatimi deviatimi miliardami deväťstodeväťdesiatimi deviatimi miliónmi deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatimi deviatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,99999999999999999,neuter,locative,deväťdesiatdeväťbiliárddeväťstodeväťdesiatdeväťbiliónovdeväťstodeväťdesiatdeväťmiliárddeväťstodeväťdesiatdeväťmiliónovdeväťstodeväťdesiatdeväťtisícomdeväťstédeväťdesiatomdeviatom,deväťdesiatich deviatich biliardách deväťstodeväťdesiatich deviatich biliónoch deväťstodeväťdesiatich deviatich miliardách deväťstodeväťdesiatich deviatich miliónoch deväťstodeväťdesiatdeväťtisícdeväťstodeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,100000000000000000,masculine,nominative,stobiliárd,sto biliárd,spacing only
sk,cardinal,100000000000000000,masculine,genitive,stobiliardtého,sto biliárd,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,100000000000000000,masculine,dative,stobiliardtému,sto biliardám,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,100000000000000000,masculine,accusative,stobiliárd,sto biliárd,spacing only
sk,cardinal,100000000000000000,masculine,instrumental,stobiliardtým,sto biliardami,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,100000000000000000,masculine,locative,stobiliardtom,sto biliardách,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,100000000000000000,feminine,nominative,stobiliárd,sto biliárd,spacing only
sk,cardinal,100000000000000000,feminine,genitive,stobiliardtej,sto biliárd,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,100000000000000000,feminine,dative,stobiliardtej,sto biliardám,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,100000000000000000,feminine,accusative,stobiliárd,sto biliárd,spacing only
sk,cardinal,100000000000000000,feminine,instrumental,stobiliardtou,sto biliardami,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,100000000000000000,feminine,locative,stobiliardtej,sto biliardách,"milión/miliarda are nouns (milióna, dvoch miliónov), not ordinals"
sk,cardinal,100000000000000000,neuter,nominative,stobiliárd,sto biliárd,spacing only
